id,date,parsed_on,updated_at
58304,2022-07-10,2022-08-03 12:10:10.5840000 +00:00,2022-08-03 12:10:10.5840000 +00:00
58305,2022-07-09,2022-08-03 12:10:10.5850000 +00:00,2022-08-03 12:10:10.5850000 +00:00
58306,2022-07-08,2022-08-03 12:10:10.5850000 +00:00,2022-08-03 12:10:10.5850000 +00:00
58307,2022-07-07,2022-08-03 12:10:10.5850000 +00:00,2022-08-03 12:10:10.5850000 +00:00
58308,2022-07-06,2022-08-03 12:10:10.5850000 +00:00,2022-08-03 12:10:10.5850000 +00:00
58309,2022-07-05,2022-08-03 12:10:10.5850000 +00:00,2022-08-03 12:10:10.5850000 +00:00
58310,2022-08-04,2022-08-04 13:00:03.6460000 +00:00,2022-08-04 13:00:03.6460000 +00:00
58311,2022-08-05,2022-08-05 15:00:04.5870000 +00:00,2022-08-05 15:00:04.5870000 +00:00
58312,2022-08-08,2022-08-08 13:00:10.8700000 +00:00,2022-08-08 13:00:10.8700000 +00:00
58313,2022-08-07,2022-08-08 13:00:10.8700000 +00:00,2022-08-08 13:00:10.8700000 +00:00
58314,2022-08-06,2022-08-08 13:00:10.8700000 +00:00,2022-08-08 13:00:10.8700000 +00:00
58315,2022-08-09,2022-08-09 13:00:03.0280000 +00:00,2022-08-09 13:00:03.0280000 +00:00
58316,2022-08-10,2022-08-10 13:00:04.0440000 +00:00,2022-08-10 13:00:04.0440000 +00:00
58317,2022-08-11,2022-08-11 13:00:03.2200000 +00:00,2022-08-11 13:00:03.2200000 +00:00
58318,2022-08-12,2022-08-12 13:00:05.6960000 +00:00,2022-08-12 13:00:05.6960000 +00:00
58319,2022-08-15,2022-08-15 13:00:11.7570000 +00:00,2022-08-15 13:00:11.7570000 +00:00
58320,2022-08-14,2022-08-15 13:00:11.7580000 +00:00,2022-08-15 13:00:11.7580000 +00:00
58321,2022-08-13,2022-08-15 13:00:11.7580000 +00:00,2022-08-15 13:00:11.7580000 +00:00
58322,2022-08-16,2022-08-16 13:00:03.7980000 +00:00,2022-08-16 13:00:03.7980000 +00:00
58323,2022-08-17,2022-08-17 13:00:03.6330000 +00:00,2022-08-17 13:00:03.6330000 +00:00
58324,2022-08-18,2022-08-18 13:00:03.5050000 +00:00,2022-08-18 13:00:03.5050000 +00:00
58325,2022-08-19,2022-08-19 14:00:02.6440000 +00:00,2022-08-19 14:00:02.6440000 +00:00
58326,2022-08-22,2022-08-22 14:00:10.5330000 +00:00,2022-08-22 14:00:10.5330000 +00:00
58327,2022-08-21,2022-08-22 14:00:10.5350000 +00:00,2022-08-22 14:00:10.5350000 +00:00
58328,2022-08-20,2022-08-22 14:00:10.5350000 +00:00,2022-08-22 14:00:10.5350000 +00:00
58329,2022-08-23,2022-08-23 13:00:07.9760000 +00:00,2022-08-23 13:00:07.9760000 +00:00
58330,2022-08-24,2022-08-24 14:00:03.1220000 +00:00,2022-08-24 14:00:03.1220000 +00:00
58331,2022-08-25,2022-08-25 16:00:03.6040000 +00:00,2022-08-25 16:00:03.6040000 +00:00
58332,2022-08-26,2022-08-26 13:00:02.8590000 +00:00,2022-08-26 13:00:02.8590000 +00:00
